Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1779873458,100,,Aggregated,2.900000,1.600000,4600,6500,9900,12000,23000,30000,30000,30000,30000,30000,30000,482,65,4600,7053.418183616146,2.067625002382556,30336.258334002196,1450.176348547718
1779873459,100,,Aggregated,2.900000,1.600000,4600,6500,9900,12000,23000,30000,30000,30000,30000,30000,30000,482,65,4600,7053.418183616146,2.067625002382556,30336.258334002196,1450.176348547718
1779873460,100,,Aggregated,2.800000,1.800000,4600,6500,9700,12000,23000,30000,30000,30000,30000,30000,30000,485,68,4600,7009.813347173152,2.067625002382556,30336.258334002196,1441.2061855670104
1779873461,100,,Aggregated,2.800000,1.800000,4600,6500,9900,12000,23000,30000,30000,30000,30000,30000,30000,487,70,4600,7042.663429593385,2.067625002382556,30336.258334002196,1479.441478439425
1779873462,100,,Aggregated,2.700000,1.900000,4600,6500,9900,12000,23000,30000,30000,30000,30000,30000,30000,488,71,4600,7028.245903012251,2.067625002382556,30336.258334002196,1476.4098360655737
1779873463,100,,Aggregated,3.000000,2.200000,4600,6500,9700,12000,23000,30000,30000,30000,30000,30000,30000,489,72,4600,7013.883053006086,2.067625002382556,30336.258334002196,1473.3905930470348
1779873464,100,,Aggregated,2.900000,2.100000,4600,6500,9700,12000,23000,30000,30000,30000,30000,30000,30000,491,73,4600,6985.330044558,2.067625002382556,30336.258334002196,1467.3890020366598
1779873465,100,,Aggregated,2.500000,2.000000,4600,6400,9600,12000,23000,30000,30000,30000,30000,30000,30000,496,78,4500,6914.955200530199,2.067625002382556,30336.258334002196,1452.5967741935483
1779873466,100,,Aggregated,2.300000,1.800000,4500,6400,9500,12000,23000,30000,30000,30000,30000,30000,30000,499,81,4500,6873.633316058076,2.067625002382556,30336.258334002196,1443.8637274549098
1779873467,100,,Aggregated,2.000000,1.700000,4500,6400,9500,12000,23000,30000,30000,30000,30000,30000,30000,500,82,3800,6859.89139475996,2.067625002382556,30336.258334002196,1440.976
1779873468,100,,Aggregated,2.100000,2.000000,3700,6400,9500,12000,23000,30000,30000,30000,30000,30000,30000,504,85,3700,6805.481404192421,2.067625002382556,30336.258334002196,1429.5396825396826
1779873469,100,,Aggregated,2.100000,2.000000,3700,6400,9500,12000,23000,30000,30000,30000,30000,30000,30000,507,87,3700,6765.336753130136,2.067625002382556,30336.258334002196,1421.0808678500987
1779873470,100,,Aggregated,2.300000,2.200000,3700,6400,9500,12000,23000,30000,30000,30000,30000,30000,30000,508,88,3700,6752.050475645626,2.067625002382556,30336.258334002196,1418.283464566929
1779873471,100,,Aggregated,2.300000,2.200000,3700,6400,9500,12000,23000,30000,30000,30000,30000,30000,30000,508,88,3700,6752.050475645626,2.067625002382556,30336.258334002196,1418.283464566929
1779873472,100,,Aggregated,2.300000,2.000000,3700,6300,9500,12000,23000,30000,30000,30000,30000,30000,30000,509,89,3700,6738.822672239638,2.067625002382556,30336.258334002196,1415.4970530451867
1779873473,100,,Aggregated,2.300000,2.000000,3700,6300,9500,12000,23000,30000,30000,30000,30000,30000,30000,509,89,3700,6738.822672239638,2.067625002382556,30336.258334002196,1415.4970530451867
1779873474,100,,Aggregated,2.100000,1.800000,3700,6300,9500,12000,23000,30000,30000,30000,30000,30000,30000,511,91,3700,6712.458881772945,2.067625002382556,30336.258334002196,1409.9569471624266
1779873475,100,,Aggregated,2.100000,1.800000,3700,6300,9500,12000,23000,30000,30000,30000,30000,30000,30000,512,92,3500,6699.354730716745,2.067625002382556,30336.258334002196,1407.203125
1779873476,100,,Aggregated,1.900000,1.700000,3500,6300,9400,12000,23000,30000,30000,30000,30000,30000,30000,514,94,3400,6673.308427451305,2.067625002382556,30336.258334002196,1401.727626459144
1779873477,100,,Aggregated,1.900000,1.700000,3400,6300,9400,12000,23000,30000,30000,30000,30000,30000,30000,515,95,3400,6660.3573419921795,2.067625002382556,30336.258334002196,1399.0058252427184
1779873478,100,,Aggregated,1.800000,1.600000,3300,6300,9400,12000,23000,30000,30000,30000,30000,30000,30000,517,96,3300,6634.659419891626,2.067625002382556,30336.258334002196,1393.5938104448742
1779873479,100,,Aggregated,1.600000,1.400000,3300,6100,9400,12000,23000,30000,30000,30000,30000,30000,30000,519,98,3300,6609.112081890122,2.067625002382556,30336.258334002196,1388.223506743738
1779873480,100,,Aggregated,1.500000,1.200000,3300,6100,9400,12000,22000,30000,30000,30000,30000,30000,30000,522,101,3200,6571.406886894584,2.067625002382556,30336.258334002196,1380.2452107279694
1779873481,100,,Aggregated,1.200000,1.100000,3200,6100,9400,12000,22000,30000,30000,30000,30000,30000,30000,523,102,3200,6558.849707539142,2.067625002382556,30336.258334002196,1377.6061185468452
1779873482,100,,Aggregated,1.200000,1.100000,3200,6100,9400,12000,22000,30000,30000,30000,30000,30000,30000,523,102,3200,6558.849707539142,2.067625002382556,30336.258334002196,1377.6061185468452
1779873483,100,,Aggregated,1.200000,1.100000,3200,6100,9400,12000,22000,30000,30000,30000,30000,30000,30000,523,102,3200,6558.849707539142,2.067625002382556,30336.258334002196,1377.6061185468452
1779873484,100,,Aggregated,1.500000,1.400000,2800,5700,9400,11000,22000,30000,30000,30000,30000,30000,30000,526,105,2800,6521.53055180983,2.067625002382556,30336.258334002196,1369.7490494296578
1779873485,100,,Aggregated,1.400000,1.300000,2700,5700,9400,11000,22000,30000,30000,30000,30000,30000,30000,529,108,2700,6484.576243228676,2.067625002382556,30336.258334002196,1361.9810964083176
1779873486,100,,Aggregated,1.600000,1.500000,2700,5700,9400,11000,22000,30000,30000,30000,30000,30000,30000,532,111,2700,6448.035769505593,2.067625002382556,30336.258334002196,1354.3007518796992
1779873487,100,,Aggregated,1.600000,1.500000,2600,5600,9400,11000,22000,30000,30000,30000,30000,30000,30000,535,113,2600,6411.898202261633,2.067625002382556,30336.258334002196,1346.7065420560748
1779873488,100,,Aggregated,1.700000,1.600000,2500,5500,9400,11000,22000,30000,30000,30000,30000,30000,30000,537,115,2500,6388.037381519501,2.067625002382556,30336.258334002196,1341.6908752327747
1779873489,100,,Aggregated,1.900000,1.800000,2500,5500,9400,11000,22000,30000,30000,30000,30000,30000,30000,540,117,2500,6352.607384412919,2.067625002382556,30336.258334002196,1334.237037037037
1779873490,100,,Aggregated,1.900000,1.800000,2500,5500,9400,11000,22000,30000,30000,30000,30000,30000,30000,541,117,2500,6340.873213491638,2.067625002382556,30336.258334002196,1331.7707948243992
1779873491,100,,Aggregated,2.100000,1.900000,2500,5400,9400,11000,22000,30000,30000,30000,30000,30000,30000,543,119,2500,6317.5383149152485,2.067625002382556,30336.258334002196,1326.865561694291
1779873492,100,,Aggregated,2.100000,1.800000,2500,5300,9300,11000,22000,30000,30000,30000,30000,30000,30000,545,121,2500,6296.50205879079,2.067625002382556,30336.258334002196,1321.9963302752294
1779873493,100,,Aggregated,2.100000,1.800000,2500,5300,9300,11000,22000,30000,30000,30000,30000,30000,30000,545,121,2500,6296.50205879079,2.067625002382556,30336.258334002196,1321.9963302752294
1779873494,100,,Aggregated,2.000000,1.700000,2500,5200,9300,11000,22000,30000,30000,30000,30000,30000,30000,548,121,2500,6262.057169552885,2.067625002382556,30336.258334002196,1314.7591240875913
1779873495,100,,Aggregated,2.000000,1.700000,2500,5200,9300,11000,22000,30000,30000,30000,30000,30000,30000,549,122,2500,6250.657660364264,2.067625002382556,30336.258334002196,1312.3642987249546
1779873496,100,,Aggregated,2.000000,1.700000,2500,5200,9300,11000,22000,30000,30000,30000,30000,30000,30000,551,124,2500,6227.986307088894,2.067625002382556,30336.258334002196,1307.600725952813
